Time,Vision_Dist,Vicon_Dist,Dist_Err,Vision_Ang,Vicon_Ang,Ang_Err,Target_Type,Vision_Class,Cam_ID,Target_Global_Yaw,Robot_Speed
1766072802.691854,1.4700,0.7681,0.7019,59.5800,51.3446,8.2354,BALL,6,6,75.38,0.000
1766072802.7417083,0.9300,0.8823,0.0477,69.2200,68.5397,0.6803,CAR ,2,6,2.22,0.071
1766072802.7417755,1.4200,0.7666,0.6534,59.7200,51.4908,8.2292,BALL,6,6,75.36,0.000
1766072802.7918591,0.9300,0.8802,0.0498,69.7000,68.7027,0.9973,CAR ,2,6,2.25,0.070
1766072802.7919307,1.3800,0.7653,0.6147,59.8600,51.5880,8.2720,BALL,6,6,75.39,0.000
1766072802.8414156,0.9400,0.8789,0.0611,70.0100,68.6731,1.3369,CAR ,2,6,2.23,0.058
1766072802.8415053,1.3100,0.7649,0.5451,59.9800,51.5156,8.4644,BALL,6,6,75.39,0.000
1766072802.8914688,0.9300,0.8771,0.0529,69.9600,68.4501,1.5099,CAR ,2,6,2.24,0.065
1766072802.8915303,1.3200,0.7639,0.5561,59.9600,51.2350,8.7250,BALL,6,6,75.40,0.000
1766072802.9419613,0.9300,0.8754,0.0546,69.9300,68.4799,1.4501,CAR ,2,6,2.23,0.055
1766072802.9918041,1.3400,0.7625,0.5775,59.9200,51.2522,8.6678,BALL,6,6,75.39,0.056
1766072803.0426078,0.9300,0.8727,0.0573,69.8400,68.5812,1.2588,CAR ,2,6,2.23,0.062
1766072803.0426679,1.3700,0.7619,0.6081,59.8400,51.2203,8.6197,BALL,6,6,75.39,0.000
1766072803.092662,0.9300,0.8711,0.0589,69.9000,68.4834,1.4166,CAR ,2,6,2.22,0.077
1766072803.0927398,1.3700,0.7615,0.6085,59.8300,51.0646,8.7654,BALL,6,6,75.36,0.000
1766072803.1424155,0.9300,0.8691,0.0609,69.9500,68.3554,1.5946,CAR ,2,6,2.22,0.086
1766072803.1424792,1.3700,0.7607,0.6093,59.8400,50.8679,8.9721,BALL,6,6,75.40,0.000
1766072803.1928697,0.9200,0.8667,0.0533,69.9200,68.2655,1.6545,CAR ,2,6,2.23,0.087
1766072803.1929438,1.3800,0.7595,0.6205,59.8000,50.7014,9.0986,BALL,6,6,75.37,0.000
1766072803.2933326,0.9100,0.8629,0.0471,69.7700,68.1825,1.5875,CAR ,2,6,2.23,0.080
1766072803.2933905,1.4000,0.7580,0.6420,59.7700,50.4943,9.2757,BALL,6,6,75.39,0.000
1766072803.3433287,0.9100,0.8609,0.0491,69.7000,68.0613,1.6387,CAR ,2,6,2.23,0.077
1766072803.3433914,1.4000,0.7571,0.6429,59.7500,50.3107,9.4393,BALL,6,6,75.38,0.000
1766072803.394033,0.8900,0.8591,0.0309,69.6200,68.1011,1.5189,CAR ,2,6,2.22,0.074
1766072803.3941858,1.4100,0.7564,0.6536,59.7300,50.2884,9.4416,BALL,6,6,75.36,0.000
1766072803.4429505,0.8900,0.8573,0.0327,69.5300,68.2042,1.3258,CAR ,2,6,2.23,0.073
1766072803.4430132,1.4300,0.7556,0.6744,59.6900,50.3334,9.3566,BALL,6,6,75.38,0.000
1766072803.4933417,0.8700,0.8559,0.0141,69.3200,68.0978,1.2222,CAR ,2,6,2.24,0.060
1766072803.4934049,1.4500,0.7551,0.6949,59.6200,50.1789,9.4411,BALL,6,6,75.36,0.000
1766072803.5451918,0.8700,0.8545,0.0155,69.3900,68.0237,1.3663,CAR ,2,6,2.23,0.063
1766072803.545263,1.4500,0.7547,0.6953,59.6400,50.0572,9.5828,BALL,6,6,75.37,0.000
1766072803.6468277,0.8700,0.8520,0.0180,69.2900,67.6940,1.5960,CAR ,2,6,2.23,0.056
1766072803.6471412,1.4600,0.7539,0.7061,59.6000,49.6440,9.9560,BALL,6,6,75.38,0.000
1766072803.697604,0.8600,0.8510,0.0090,69.2100,67.5845,1.6255,CAR ,2,6,2.22,0.047
1766072803.6976652,1.4800,0.7536,0.7264,59.5600,49.4986,10.0614,BALL,6,6,75.36,0.000
1766072803.7476661,0.8600,0.8502,0.0098,69.0700,67.4208,1.6492,CAR ,2,6,2.23,0.043
1766072803.7489717,1.5200,0.7534,0.7666,59.4800,49.3076,10.1724,BALL,6,6,75.38,0.000
1766072803.7971556,0.8600,0.8491,0.0109,69.0000,67.4485,1.5515,CAR ,2,6,2.22,0.048
1766072803.797226,1.5500,0.7531,0.7969,59.4200,49.2989,10.1211,BALL,6,6,75.40,0.000
1766072803.84775,0.8600,0.8482,0.0118,68.8200,67.2751,1.5449,CAR ,2,6,2.23,0.045
1766072803.8489764,1.5900,0.7528,0.8372,59.3400,49.0932,10.2468,BALL,6,6,75.35,0.000
1766072803.8979084,0.8600,0.8473,0.0127,68.8000,67.1807,1.6193,CAR ,2,6,2.23,0.042
1766072803.8979743,1.6000,0.7526,0.8474,59.3100,48.9723,10.3377,BALL,6,6,75.35,0.000
1766072803.9489827,0.8600,0.8462,0.0138,68.6400,67.0033,1.6367,CAR ,2,6,2.24,0.048
1766072803.9490674,1.6700,0.7522,0.9178,59.2000,48.7576,10.4424,BALL,6,6,75.39,0.000
1766072804.000201,0.8600,0.8449,0.0151,68.5800,66.8281,1.7519,CAR ,2,6,2.22,0.053
1766072804.0004969,1.7000,0.7517,0.9483,59.1400,48.5395,10.6005,BALL,6,6,75.39,0.000
1766072804.0514352,0.8600,0.8441,0.0159,68.3800,66.7606,1.6194,CAR ,2,6,2.21,0.039
1766072804.0515032,1.7500,0.7515,0.9985,59.0500,48.4444,10.6056,BALL,6,6,75.37,0.000
1766072804.1027377,0.8600,0.8434,0.0166,68.2300,66.5744,1.6556,CAR ,2,6,2.23,0.033
1766072804.1028361,1.7900,0.7513,1.0387,59.0000,48.2349,10.7651,BALL,6,6,75.42,0.000
1766072804.204654,0.8500,0.8426,0.0074,68.1200,66.4177,1.7023,CAR ,2,6,2.22,0.026
1766072804.2047741,1.8000,0.7514,1.0486,58.9700,48.0502,10.9198,BALL,6,6,75.38,0.000
1766072804.255705,0.8500,0.8421,0.0079,68.0600,66.3871,1.6729,CAR ,2,6,2.24,0.024
1766072804.2560432,1.8200,0.7512,1.0688,58.9500,47.9920,10.9580,BALL,6,6,75.39,0.112
1766072804.3060427,0.8500,0.8417,0.0083,67.9800,66.2606,1.7194,CAR ,2,6,2.24,0.024
1766072804.3061078,1.8400,0.7513,1.0887,58.9200,47.8610,11.0590,BALL,6,6,75.36,0.000
1766072804.3555942,0.8500,0.8413,0.0087,67.8800,66.1456,1.7344,CAR ,2,6,2.22,0.021
1766072804.3556843,1.8800,0.7511,1.1289,58.8700,47.7034,11.1666,BALL,6,6,75.41,0.000
1766072804.4052856,0.8600,0.8408,0.0192,67.9000,66.0582,1.8418,CAR ,2,6,2.22,0.024
1766072804.4054246,1.8800,0.7510,1.1290,58.8700,47.6270,11.2430,BALL,6,6,75.41,0.000
1766072804.5059662,0.8600,0.8398,0.0202,67.7900,65.8950,1.8950,CAR ,2,6,2.22,0.019
1766072804.5060635,1.9200,0.7506,1.1694,58.8200,47.4319,11.3881,BALL,6,6,75.39,0.000
1766072804.5573397,0.8600,0.8394,0.0206,67.6900,65.8710,1.8190,CAR ,2,6,2.23,0.012
1766072804.5575025,1.9400,0.7504,1.1896,58.7900,47.3950,11.3950,BALL,6,6,75.38,0.000
1766072804.607791,0.8600,0.8390,0.0210,67.6600,65.8271,1.8329,CAR ,2,6,2.24,0.011
1766072804.6078606,1.9600,0.7501,1.2099,58.7600,47.3404,11.4196,BALL,6,6,75.38,0.000
1766072804.7081184,0.8600,0.8390,0.0210,67.6100,65.7599,1.8501,CAR ,2,6,2.23,0.004
1766072804.708204,1.9800,0.7503,1.2297,58.7400,47.2723,11.4677,BALL,6,6,75.35,0.000
1766072804.7586334,0.8700,0.8390,0.0310,67.5700,65.7611,1.8089,CAR ,2,6,2.23,0.001
1766072804.7587097,1.9800,0.7503,1.2297,58.7300,47.2728,11.4572,BALL,6,6,75.39,0.000
1766072804.8081203,0.8700,0.8391,0.0309,67.5500,65.7510,1.7990,CAR ,2,6,2.22,0.001
1766072804.8082378,2.0000,0.7504,1.2496,58.7200,47.2632,11.4568,BALL,6,6,75.40,0.000
1766072804.9110332,0.8700,0.8391,0.0309,67.5500,65.7614,1.7886,CAR ,2,6,2.24,0.001
1766072804.911118,2.0000,0.7504,1.2496,58.7300,47.2770,11.4530,BALL,6,6,75.37,0.000
1766072804.9614978,0.8700,0.8392,0.0308,67.5700,65.7827,1.7873,CAR ,2,6,2.24,0.002
1766072804.9615557,2.0000,0.7505,1.2495,58.7300,47.3001,11.4299,BALL,6,6,75.38,0.000
1766072805.0111153,0.8700,0.8392,0.0308,67.5900,65.7758,1.8142,CAR ,2,6,2.22,0.001
1766072805.011483,2.0000,0.7505,1.2495,58.7300,47.2921,11.4379,BALL,6,6,75.36,0.000
1766072805.0616932,0.8700,0.8392,0.0308,67.6000,65.7727,1.8273,CAR ,2,6,2.23,0.001
1766072805.0617633,1.9900,0.7505,1.2395,58.7400,47.2895,11.4505,BALL,6,6,75.40,0.000
1766072805.11144,0.8700,0.8392,0.0308,67.5700,65.7701,1.7999,CAR ,2,6,2.23,0.001
1766072805.1128213,1.9900,0.7504,1.2396,58.7300,47.2771,11.4529,BALL,6,6,75.37,0.017
1766072805.1622646,0.8700,0.8392,0.0308,67.5900,65.7506,1.8394,CAR ,2,6,2.21,0.001
1766072805.162368,1.9900,0.7505,1.2395,58.7300,47.2663,11.4637,BALL,6,6,75.39,0.000
1766072805.2118626,0.8700,0.8391,0.0309,67.5800,65.7357,1.8443,CAR ,2,6,2.22,0.002
1766072805.2119226,1.9900,0.7504,1.2396,58.7300,47.2483,11.4817,BALL,6,6,75.38,0.000
1766072805.2615469,0.8700,0.8390,0.0310,67.5900,65.7356,1.8544,CAR ,2,6,2.22,0.001
1766072805.261607,1.9900,0.7503,1.2397,58.7300,47.2489,11.4811,BALL,6,6,75.38,0.000
1766072805.3121278,0.8700,0.8389,0.0311,67.5900,65.7446,1.8454,CAR ,2,6,2.22,0.003
1766072805.3122425,1.9900,0.7502,1.2398,58.7200,47.2549,11.4651,BALL,6,6,75.38,0.000
1766072805.3622644,0.8700,0.8388,0.0312,67.6200,65.7672,1.8528,CAR ,2,6,2.23,0.002
1766072805.3623652,1.9900,0.7501,1.2399,58.7500,47.2741,11.4759,BALL,6,6,75.39,0.000
1766072805.412557,0.8700,0.8387,0.0313,67.5900,65.7045,1.8855,CAR ,2,6,2.22,0.002
1766072805.412619,1.9900,0.7500,1.2400,58.7300,47.2080,11.5220,BALL,6,6,75.37,0.000
1766072805.51373,0.8700,0.8388,0.0312,67.5600,65.7303,1.8297,CAR ,2,6,2.23,0.002
1766072805.5137956,1.9900,0.7501,1.2399,58.7300,47.2376,11.4924,BALL,6,6,75.36,0.000
1766072805.564905,0.8700,0.8389,0.0311,67.5500,65.7387,1.8113,CAR ,2,6,2.23,0.001
1766072805.5655904,1.9800,0.7502,1.2298,58.7400,47.2469,11.4931,BALL,6,6,75.40,0.000
1766072805.6146216,0.8700,0.8389,0.0311,67.5300,65.7389,1.7911,CAR ,2,6,2.23,0.002
1766072805.6146913,1.9800,0.7503,1.2297,58.7300,47.2479,11.4821,BALL,6,6,75.41,0.000
1766072805.6652813,0.8700,0.8389,0.0311,67.5100,65.7285,1.7815,CAR ,2,6,2.22,0.001
1766072805.6660433,1.9900,0.7503,1.2397,58.7300,47.2649,11.4651,BALL,6,6,75.37,0.000
1766072805.7160695,0.8700,0.8390,0.0310,67.5300,65.7267,1.8033,CAR ,2,6,2.22,0.001
1766072805.7161815,1.9900,0.7503,1.2397,58.7300,47.2378,11.4922,BALL,6,6,75.40,0.000
1766072805.7663243,0.8700,0.8399,0.0301,67.5300,66.0896,1.4404,CAR ,2,6,2.24,0.020
1766072805.7664173,1.9900,0.7513,1.2387,58.7300,47.6199,11.1101,BALL,6,6,75.36,0.000
1766072805.866692,0.8700,0.8386,0.0314,67.5900,65.1511,2.4389,CAR ,2,6,2.22,0.017
1766072805.8667843,1.9800,0.7504,1.2296,58.7700,46.6474,12.1226,BALL,6,6,75.40,0.000
1766072805.9169033,0.8700,0.8389,0.0311,67.2400,65.0279,2.2121,CAR ,2,6,2.23,0.014
1766072805.9169776,2.0600,0.7509,1.3091,58.6400,46.5284,12.1116,BALL,6,6,75.36,0.000
1766072805.9672318,0.8600,0.8389,0.0211,66.9000,64.8948,2.0052,CAR ,2,6,2.24,0.010
1766072805.9673908,2.0900,0.7511,1.3389,58.6100,46.3718,12.2382,BALL,6,6,75.37,0.000
1766072806.0167925,0.8600,0.8387,0.0213,66.7300,64.7331,1.9969,CAR ,2,6,2.24,0.010
1766072806.0168686,2.1200,0.7511,1.3689,58.5700,46.2253,12.3447,BALL,6,6,75.37,0.000
1766072806.0673604,0.8400,0.8385,0.0015,66.3900,64.6498,1.7402,CAR ,2,6,2.24,0.013
1766072806.0674453,2.2100,0.7511,1.4589,58.4800,46.1360,12.3440,BALL,6,6,75.36,0.000
1766072806.1669106,0.8400,0.8380,0.0020,66.3500,64.3076,2.0424,CAR ,2,6,2.24,0.014
1766072806.1669953,2.2300,0.7510,1.4790,58.4600,45.7728,12.6872,BALL,6,6,75.38,0.000
1766072806.2175362,0.8400,0.8379,0.0021,66.3400,64.2025,2.1375,CAR ,2,6,2.21,0.016
1766072806.2176528,2.2300,0.7511,1.4789,58.5000,45.6640,12.8360,BALL,6,6,75.36,0.000
1766072806.2668743,0.7900,0.8377,-0.0477,65.5600,64.1841,1.3759,CAR ,2,6,2.23,0.004
1766072806.2669394,2.3200,0.7510,1.5690,58.3800,45.6428,12.7372,BALL,6,6,75.37,0.000
1766072806.3178551,0.7800,0.8376,-0.0576,65.3000,64.0547,1.2453,CAR ,2,6,2.22,0.003
1766072806.317927,2.4900,0.7510,1.7390,58.2400,45.5076,12.7324,BALL,6,6,75.39,0.000
1766072806.3673887,0.7800,0.8397,-0.0597,65.4500,62.9959,2.4541,CAR ,2,6,2.23,0.044
1766072806.3686707,2.4700,0.7530,1.7170,58.3400,44.5015,13.8385,BALL,6,6,75.37,0.000
1766072806.46834,0.7800,0.8490,-0.0690,65.2500,58.6854,6.5646,CAR ,2,6,2.24,0.094
1766072806.4684012,2.5800,0.7613,1.8187,58.1800,40.4166,17.7634,BALL,6,6,75.37,0.000
1766072806.5692065,0.9200,0.8595,0.0605,63.5400,53.9925,9.5475,CAR ,2,6,2.24,0.121
1766072806.6184468,1.0200,0.8648,0.1552,62.8600,51.9648,10.8952,CAR ,2,6,2.22,0.130
1766072806.6689703,1.2400,0.8704,0.3696,61.6400,50.1273,11.5127,CAR ,2,6,2.23,0.131
1766072806.6690366,1.7800,0.7776,1.0024,28.8100,32.4068,-3.5968,BALL,6,4,75.37,0.000
1766072806.7192738,1.4500,0.7802,0.6698,27.7500,30.2387,-2.4887,BALL,6,4,75.39,0.119
1766072806.7701914,1.1200,0.7816,0.3384,26.5500,29.2853,-2.7353,BALL,6,4,75.38,0.107
1766072806.7702944,1.5100,0.8774,0.6326,60.6400,46.8116,13.8284,CAR ,2,6,2.22,0.000
1766072806.820547,0.9800,0.7806,0.1994,26.4900,29.2832,-2.7932,BALL,6,4,75.37,0.082
1766072806.8702285,2.9100,0.8793,2.0307,58.5300,48.5305,9.9995,CAR ,2,6,2.24,0.076
1766072806.9206421,0.8900,0.7791,0.1109,26.1600,30.9882,-4.8282,BALL,6,4,75.35,0.094
1766072806.921876,3.1300,0.8787,2.2513,58.5100,48.4272,10.0828,CAR ,2,6,2.23,0.000
1766072806.9703288,0.9800,0.7775,0.2025,26.6700,31.7366,-5.0666,BALL,6,4,75.37,0.075
1766072806.9716187,2.6700,0.8782,1.7918,59.1000,49.1678,9.9322,CAR ,2,6,2.23,0.000
1766072807.0217843,1.0100,0.7763,0.2337,26.8500,32.5503,-5.7003,BALL,6,4,75.37,0.069
1766072807.021849,2.5700,0.8780,1.6920,59.1200,49.9677,9.1523,CAR ,2,6,2.23,0.000
1766072807.072886,1.0300,0.7763,0.2537,26.9200,33.8339,-6.9139,BALL,6,4,75.35,0.074
1766072807.0729547,2.2900,0.8792,1.4108,59.3500,51.2050,8.1450,CAR ,2,6,2.24,0.000
1766072807.1221874,1.1200,0.7739,0.3461,27.3300,33.8717,-6.5417,BALL,6,4,75.41,0.060
1766072807.1739514,1.2600,0.7732,0.4868,27.8800,34.5565,-6.6765,BALL,6,4,75.37,0.043
1766072807.174038,2.0500,0.8773,1.1727,59.8300,51.9466,7.8834,CAR ,2,6,2.23,0.000
1766072807.2239034,1.2900,0.7721,0.5179,27.9500,35.1978,-7.2478,BALL,6,4,75.39,0.046
1766072807.2243996,1.8400,0.8769,0.9631,60.3000,52.5852,7.7148,CAR ,2,6,2.23,0.000
1766072807.2752151,1.7200,0.8773,0.8427,60.3700,54.0856,6.2844,CAR ,2,6,2.23,0.055
1766072807.3245077,1.3700,0.7688,0.6012,28.1900,36.9109,-8.7209,BALL,6,4,75.36,0.068
1766072807.3245814,1.6500,0.8750,0.7750,60.4700,54.3102,6.1598,CAR ,2,6,2.22,0.000
1766072807.374962,1.4800,0.8741,0.6059,61.2800,55.1240,6.1560,CAR ,2,6,2.23,0.037
1766072807.3750405,1.6200,0.7675,0.8525,28.7700,37.7127,-8.9427,BALL,6,4,75.36,0.000
1766072807.4248369,1.3900,0.8732,0.5168,61.3300,56.0493,5.2807,CAR ,2,6,2.23,0.032
1766072807.4249036,1.7500,0.7662,0.9838,29.0000,38.6221,-9.6221,BALL,6,4,75.40,0.000
1766072807.4754274,1.3100,0.8735,0.4365,61.5400,57.3443,4.1957,CAR ,2,6,2.23,0.019
1766072807.4755535,2.0000,0.7663,1.2337,29.3500,39.9338,-10.5838,BALL,6,4,75.35,0.000
1766072807.5255122,1.1900,0.8714,0.3186,62.2100,57.3372,4.8728,CAR ,2,6,2.24,0.051
1766072807.5759385,2.1800,0.7631,1.4169,29.5600,40.4578,-10.8978,BALL,6,4,75.37,0.015
1766072807.6253364,1.1300,0.8706,0.2594,62.5100,58.6644,3.8456,CAR ,2,6,2.23,0.012
1766072807.625415,2.8700,0.7627,2.1073,30.1100,41.2012,-11.0912,BALL,6,4,75.35,0.000
1766072807.6754718,1.0700,0.8707,0.1993,62.7200,59.4907,3.2293,CAR ,2,6,2.23,0.004
1766072807.6755595,3.0400,0.7628,2.2772,30.1800,42.0320,-11.8520,BALL,6,4,75.37,0.000
1766072807.726884,1.0400,0.8697,0.1703,62.7700,59.6776,3.0924,CAR ,2,6,2.22,0.023
1766072807.727102,3.5100,0.7617,2.7483,30.4200,42.1945,-11.7745,BALL,6,4,75.37,0.000
1766072807.7778382,0.9900,0.8686,0.1214,63.3200,60.1352,3.1848,CAR ,2,6,2.23,0.023
1766072807.7779346,5.0400,0.7606,4.2794,30.8400,42.6306,-11.7906,BALL,6,4,75.35,0.000
1766072807.8299973,4.8100,0.7603,4.0497,30.7500,43.5635,-12.8135,BALL,6,4,75.35,0.006
1766072807.8806033,0.9800,0.8674,0.1126,63.2700,61.2758,1.9942,CAR ,2,6,2.23,0.024
1766072807.8806994,6.6600,0.7592,5.9008,31.0800,43.6595,-12.5795,BALL,6,4,75.40,0.000
1766072807.9309886,0.9400,0.8663,0.0737,63.6700,61.8068,1.8632,CAR ,2,6,2.24,0.016
1766072807.9812505,0.9100,0.8648,0.0452,64.1400,62.3096,1.8304,CAR ,2,6,2.23,0.029
1766072808.031847,0.9000,0.8645,0.0355,64.0000,63.0411,0.9589,CAR ,2,6,2.22,0.019
1766072808.0808856,0.8700,0.8630,0.0070,64.3600,63.3913,0.9687,CAR ,2,6,2.24,0.033
1766072808.1352031,0.8400,0.8615,-0.0215,64.8700,63.6025,1.2675,CAR ,2,6,2.22,0.033
1766072808.138668,2.7500,0.7548,1.9952,58.0600,45.9146,12.1454,BALL,6,6,75.39,0.000
1766072808.237427,0.8300,0.8610,-0.0310,65.0900,64.4795,0.6105,CAR ,2,6,2.21,0.020
1766072808.2432508,2.5600,0.7547,1.8053,58.2500,46.6824,11.5676,BALL,6,6,75.37,0.048
1766072808.2879727,0.8300,0.8591,-0.0291,65.1800,64.1801,0.9999,CAR ,2,6,2.23,0.041
1766072808.2880402,2.4700,0.7533,1.7167,58.3500,46.4248,11.9252,BALL,6,6,75.39,0.000
1766072808.3889542,0.8700,0.8586,0.0114,66.3700,65.1168,1.2532,CAR ,2,6,2.22,0.023
1766072808.39128,2.2400,0.7535,1.4865,58.7400,47.3371,11.4029,BALL,6,6,75.35,0.000
1766072808.439011,0.8700,0.8564,0.0136,66.1700,64.8204,1.3496,CAR ,2,6,2.23,0.048
1766072808.439074,2.2100,0.7517,1.4583,58.5300,46.9860,11.5440,BALL,6,6,75.40,0.000
1766072808.490023,0.8900,0.8554,0.0346,66.6400,64.8391,1.8009,CAR ,2,6,2.22,0.029
1766072808.4901376,2.1300,0.7511,1.3789,58.6900,46.9719,11.7181,BALL,6,6,75.38,0.000
1766072808.5406032,0.8900,0.8550,0.0350,66.8000,65.1743,1.6257,CAR ,2,6,2.23,0.041
1766072808.5407133,2.0600,0.7513,1.3087,58.7000,47.2861,11.4139,BALL,6,6,75.36,0.000
1766072808.590845,0.8900,0.8545,0.0355,66.7900,65.2696,1.5204,CAR ,2,6,2.23,0.038
1766072808.590971,2.0500,0.7512,1.2988,58.6700,47.3244,11.3456,BALL,6,6,75.38,0.000
1766072808.6404207,0.9000,0.8523,0.0477,67.0400,64.9642,2.0758,CAR ,2,6,2.23,0.050
1766072808.6404874,2.0100,0.7498,1.2602,58.7700,46.9968,11.7732,BALL,6,6,75.37,0.000
1766072808.6899407,0.9100,0.8511,0.0589,67.1200,65.2533,1.8667,CAR ,2,6,2.23,0.046
1766072808.6900165,1.9900,0.7492,1.2408,58.7600,47.2441,11.5159,BALL,6,6,75.40,0.000
1766072808.7918534,0.9100,0.8484,0.0616,67.2600,65.6645,1.5955,CAR ,2,6,2.22,0.045
1766072808.791943,2.0000,0.7478,1.2522,58.7200,47.5749,11.1451,BALL,6,6,75.37,0.000
1766072808.8423758,0.8800,0.8474,0.0326,67.6600,65.7366,1.9234,CAR ,2,6,2.22,0.036
1766072808.8424644,1.9200,0.7473,1.1727,58.9400,47.6145,11.3255,BALL,6,6,75.38,0.000
1766072808.9419453,0.8700,0.8469,0.0231,67.4800,66.0492,1.4308,CAR ,2,6,2.23,0.038
1766072808.9420462,1.9200,0.7480,1.1720,58.8200,47.8962,10.9238,BALL,6,6,75.38,0.000
1766072808.9925847,0.8700,0.8454,0.0246,67.7100,65.6206,2.0894,CAR ,2,6,2.22,0.040
1766072808.9926805,1.8800,0.7470,1.1330,58.9200,47.4225,11.4975,BALL,6,6,75.41,0.000
1766072809.0433114,0.8500,0.8447,0.0053,67.8300,65.5828,2.2472,CAR ,2,6,2.21,0.030
1766072809.0434244,1.8500,0.7468,1.1032,58.9600,47.3647,11.5953,BALL,6,6,75.34,0.000
1766072809.0933166,0.8600,0.8451,0.0149,67.4300,66.2291,1.2009,CAR ,2,6,2.22,0.049
1766072809.0933988,1.9500,0.7479,1.2021,58.7700,48.0081,10.7619,BALL,6,6,75.35,0.000
1766072809.1946242,0.8700,0.8415,0.0285,67.5600,65.6687,1.8913,CAR ,2,6,2.22,0.045
1766072809.1947284,1.9000,0.7454,1.1546,58.8300,47.3468,11.4832,BALL,6,6,75.36,0.000
1766072809.2455723,0.8700,0.8417,0.0283,67.5200,66.1600,1.3600,CAR ,2,6,2.22,0.040
1766072809.2456677,1.9200,0.7461,1.1739,58.8100,47.8295,10.9805,BALL,6,6,75.39,0.000
1766072809.2951055,0.8700,0.8410,0.0290,67.4600,65.9156,1.5444,CAR ,2,6,2.26,0.035
1766072809.2952085,1.9500,0.7460,1.2040,58.7700,47.5603,11.2097,BALL,6,6,75.40,0.000
1766072809.3458588,0.8700,0.8392,0.0308,67.6100,65.4549,2.1551,CAR ,2,6,2.22,0.041
1766072809.3459306,1.9200,0.7446,1.1754,58.8300,47.0517,11.7783,BALL,6,6,75.37,0.000
1766072809.395264,0.8600,0.8391,0.0209,67.4900,65.6704,1.8196,CAR ,2,6,2.23,0.030
1766072809.3953314,1.9400,0.7450,1.1950,58.7900,47.2593,11.5307,BALL,6,6,75.38,0.000
1766072809.4456608,0.8600,0.8391,0.0209,67.2700,65.6663,1.6037,CAR ,2,6,2.22,0.030
1766072809.44572,2.0100,0.7454,1.2646,58.7000,47.2480,11.4520,BALL,6,6,75.38,0.000
1766072809.546515,0.8600,0.8374,0.0226,67.5600,65.1048,2.4552,CAR ,2,6,2.21,0.021
1766072809.546578,1.9600,0.7443,1.2157,58.8300,46.6411,12.1889,BALL,6,6,75.38,0.000
1766072809.5956154,0.8600,0.8384,0.0216,66.8600,65.4711,1.3889,CAR ,2,6,2.24,0.035
1766072809.5956907,2.1500,0.7457,1.4043,58.5400,47.0232,11.5168,BALL,6,6,75.38,0.000
1766072809.6462567,0.8700,0.8366,0.0334,66.7600,64.8682,1.8918,CAR ,2,6,2.22,0.036
1766072809.6463208,2.1600,0.7442,1.4158,58.5400,46.3743,12.1657,BALL,6,6,75.37,0.000
1766072809.6963646,0.8800,0.8361,0.0439,67.1600,64.8100,2.3500,CAR ,2,6,2.22,0.023
1766072809.696427,2.0800,0.7439,1.3361,58.6900,46.2991,12.3909,BALL,6,6,75.37,0.000
1766072809.7468197,0.8600,0.8365,0.0235,66.6400,65.2206,1.4194,CAR ,2,6,2.24,0.024
1766072809.746912,2.1900,0.7447,1.4453,58.5000,46.7128,11.7872,BALL,6,6,75.38,0.000
1766072809.8481681,0.8600,0.8353,0.0247,66.6700,64.7099,1.9601,CAR ,2,6,2.23,0.015
1766072809.8482769,2.1800,0.7440,1.4360,58.5100,46.1694,12.3406,BALL,6,6,75.36,0.000
1766072809.8982656,0.8300,0.8351,-0.0051,66.4200,64.6966,1.7234,CAR ,2,6,2.21,0.010
1766072809.8983674,2.2000,0.7439,1.4561,58.4900,46.1511,12.3389,BALL,6,6,75.39,0.000
